movie_id,title,release_year,genre,budget,revenue,runtime,imdb_rating,metascore,votes,director,main_actor,oscar_nominations,oscar_wins
2359,Movie 2359,1987,Comedy,28.84,184.97,60,5.4,77.0,283.5,Quentin Tarantino,Margot Robbie,0,0
2360,Movie 2360,2022,Animation,16.38,102.02,128,7.0,83.0,355.0,Steven Spielberg,Tom Cruise,2,2
2361,Movie 2361,1993,Drama,15.23,28.19,66,6.8,66.0,51.3,Christopher Nolan,Margot Robbie,1,1
2362,Movie 2362,2014,Romance,41.07,173.4,75,7.3,69.0,101.4,Denis Villeneuve,Scarlett Johansson,2,1
2363,Movie 2363,2022,Action,17.23,60.18,76,6.1,49.0,214.4,Quentin Tarantino,Chris Evans,2,0
2364,Movie 2364,2019,Horror,9.34,86.13,116,6.7,,175.3,Quentin Tarantino,Leonardo DiCaprio,0,0
2365,Movie 2365,1983,Action,47.49,70.69,108,7.1,67.0,61.1,Ridley Scott,Chris Evans,1,0
2366,Movie 2366,2012,Comedy,39.37,329.05,184,6.9,46.0,109.4,Steven Spielberg,Ryan Gosling,0,0
2367,Movie 2367,2006,Animation,38.93,116.15,192,6.5,84.0,66.3,Steven Spielberg,Scarlett Johansson,3,0
2368,Movie 2368,1999,Horror,52.9,219.8,116,6.7,85.0,361.9,Patty Jenkins,Ryan Gosling,0,0
2369,Movie 2369,2013,Horror,21.49,45.74,93,5.7,51.0,37.9,Patty Jenkins,Margot Robbie,1,0
2370,Movie 2370,2019,Thriller,3.88,57.28,147,5.8,61.0,58.0,Martin Scorsese,Margot Robbie,0,0
2371,Movie 2371,1982,Drama,18.68,62.52,143,7.3,67.0,192.5,Ridley Scott,Chris Evans,2,1
2372,Movie 2372,1984,Comedy,9.51,28.75,102,5.6,41.0,74.8,Denis Villeneuve,Chris Evans,0,0
2373,Movie 2373,1987,Animation,4.16,16.4,140,6.9,71.0,35.6,Alfonso Cuarón,Natalie Portman,2,2
2374,Movie 2374,2015,Comedy,15.43,74.57,162,5.2,,23.2,Denis Villeneuve,Jennifer Lawrence,0,0
2375,Movie 2375,1992,Thriller,6.59,18.04,117,4.3,34.0,124.8,Greta Gerwig,Chris Evans,0,0
2376,Movie 2376,1991,Comedy,26.18,174.26,132,6.6,80.0,244.7,Quentin Tarantino,Leonardo DiCaprio,3,1
2377,Movie 2377,1984,Horror,8.7,17.39,110,6.4,42.0,372.9,Alfonso Cuarón,Emma Stone,2,1
2378,Movie 2378,2021,Romance,89.74,484.37,136,6.9,54.0,105.1,Greta Gerwig,Emma Stone,3,1
2379,Movie 2379,2018,Animation,11.17,28.49,85,6.9,92.0,96.5,Steven Spielberg,Ryan Gosling,0,0
2380,Movie 2380,1983,Sci-Fi,18.74,59.63,87,8.4,85.0,151.6,Patty Jenkins,Chris Evans,5,1
2381,Movie 2381,1999,Comedy,38.63,93.69,103,5.7,58.0,161.0,Martin Scorsese,Margot Robbie,0,0
2382,Movie 2382,1991,Comedy,62.14,341.55,122,6.1,,28.2,Quentin Tarantino,Natalie Portman,1,0
2383,Movie 2383,1990,Comedy,10.93,21.76,90,5.1,52.0,196.6,Steven Spielberg,Tom Cruise,0,0
2384,Movie 2384,2015,Action,45.09,142.65,143,7.7,,70.9,Greta Gerwig,Emma Stone,1,0
2385,Movie 2385,2005,Drama,94.15,298.42,106,8.3,85.0,164.2,Denis Villeneuve,Jennifer Lawrence,1,0
2386,Movie 2386,2005,Comedy,45.56,99.97,111,4.8,55.0,14.3,Patty Jenkins,Chris Evans,0,0
2387,Movie 2387,2019,Horror,24.02,191.62,147,5.9,38.0,82.7,James Cameron,Emma Stone,0,0
2388,Movie 2388,1984,Action,15.94,17.58,124,7.4,88.0,139.4,Quentin Tarantino,Leonardo DiCaprio,2,0
2389,Movie 2389,1989,Animation,47.09,77.15,93,5.6,34.0,192.9,Ridley Scott,Emma Stone,1,0
2390,Movie 2390,2021,Thriller,20.61,25.94,122,6.1,51.0,73.8,James Cameron,Margot Robbie,0,0
2391,Movie 2391,1987,Sci-Fi,1.85,4.6,104,5.3,57.0,61.7,Patty Jenkins,Ryan Gosling,0,0
2392,Movie 2392,2012,Thriller,7.66,22.59,173,6.0,71.0,38.9,James Cameron,Natalie Portman,1,0
2393,Movie 2393,1999,Comedy,8.15,12.27,111,7.8,83.0,221.1,Christopher Nolan,Emma Stone,3,1
2394,Movie 2394,2009,Action,151.5,607.02,109,6.2,32.0,80.8,Denis Villeneuve,Leonardo DiCaprio,0,0
2395,Movie 2395,1992,Romance,94.61,355.56,114,7.0,73.0,173.1,Alfonso Cuarón,Tom Cruise,1,0
2396,Movie 2396,1980,Drama,3.97,16.46,100,8.2,81.0,759.6,Alfonso Cuarón,Jennifer Lawrence,3,1
2397,Movie 2397,1999,Drama,7.17,24.0,100,8.8,89.0,177.3,Patty Jenkins,Emma Stone,2,0
2398,Movie 2398,1981,Sci-Fi,7.69,29.42,125,5.4,84.0,86.4,Alfonso Cuarón,Natalie Portman,0,0
2399,Movie 2399,2008,Animation,40.12,61.59,128,6.9,77.0,426.9,Steven Spielberg,Chris Evans,3,1
2400,Movie 2400,2009,Action,5.44,13.21,113,6.5,86.0,25.7,Christopher Nolan,Ryan Gosling,0,0
2401,Movie 2401,2020,Sci-Fi,11.41,46.12,146,6.2,70.0,22.1,Ridley Scott,Emma Stone,3,1
2402,Movie 2402,1984,Horror,31.49,131.7,97,6.9,78.0,38.3,Ridley Scott,Leonardo DiCaprio,0,0
2403,Movie 2403,2010,Comedy,180.29,153.64,84,7.9,,413.1,Martin Scorsese,Tom Cruise,0,0
2404,Movie 2404,1991,Romance,28.08,253.39,154,6.4,,125.4,Denis Villeneuve,Jennifer Lawrence,2,1
2405,Movie 2405,2011,Animation,28.53,350.94,132,7.0,,147.0,Denis Villeneuve,Chris Evans,3,2
2406,Movie 2406,2015,Comedy,17.12,119.75,108,8.1,100.0,267.7,Christopher Nolan,Margot Robbie,3,1
2407,Movie 2407,1995,Romance,136.18,2579.86,93,4.6,59.0,53.0,Steven Spielberg,Margot Robbie,0,0
2408,Movie 2408,2010,Action,11.98,44.26,137,5.8,100.0,110.0,James Cameron,Ryan Gosling,0,0
2409,Movie 2409,2003,Horror,3.09,18.55,165,5.4,71.0,89.8,Denis Villeneuve,Leonardo DiCaprio,0,0
2410,Movie 2410,1986,Animation,9.15,83.32,187,6.2,,72.2,Quentin Tarantino,Tom Cruise,1,0
2411,Movie 2411,2003,Horror,29.77,36.48,129,6.1,77.0,24.5,Christopher Nolan,Tom Cruise,3,2
2412,Movie 2412,2013,Romance,40.64,68.57,128,6.6,74.0,293.0,Greta Gerwig,Tom Cruise,1,0
2413,Movie 2413,1986,Thriller,126.18,382.59,85,5.2,44.0,24.7,Christopher Nolan,Jennifer Lawrence,0,0
2414,Movie 2414,2005,Comedy,59.33,280.27,126,5.2,62.0,119.6,Patty Jenkins,Leonardo DiCaprio,0,0
2415,Movie 2415,2005,Romance,23.77,95.08,150,4.6,65.0,99.6,Patty Jenkins,Margot Robbie,0,0
2416,Movie 2416,1998,Animation,19.47,39.95,83,9.0,70.0,150.5,Alfonso Cuarón,Chris Evans,5,1
2417,Movie 2417,2018,Animation,18.97,43.81,112,6.4,71.0,205.1,Steven Spielberg,Leonardo DiCaprio,2,1
2418,Movie 2418,1985,Sci-Fi,22.31,107.36,134,5.2,41.0,176.5,Patty Jenkins,Jennifer Lawrence,0,0
2419,Movie 2419,2004,Drama,84.49,138.57,153,8.3,82.0,46.2,Denis Villeneuve,Tom Cruise,2,2
2420,Movie 2420,1998,Action,91.79,102.07,107,5.8,62.0,96.4,Martin Scorsese,Emma Stone,1,0
2421,Movie 2421,2001,Sci-Fi,33.7,141.57,98,7.5,,17.8,Christopher Nolan,Chris Evans,3,2
2422,Movie 2422,1999,Thriller,11.35,50.75,111,6.0,65.0,202.4,Alfonso Cuarón,Scarlett Johansson,2,1
2423,Movie 2423,1981,Thriller,17.94,104.31,113,6.6,46.0,217.0,Denis Villeneuve,Ryan Gosling,1,0
2424,Movie 2424,2002,Comedy,52.35,636.48,89,5.2,,382.9,Denis Villeneuve,Emma Stone,0,0
2425,Movie 2425,2021,Animation,30.06,65.31,145,4.4,56.0,141.6,James Cameron,Leonardo DiCaprio,0,0
2426,Movie 2426,1985,Romance,47.73,38.22,162,6.0,,141.5,Quentin Tarantino,Jennifer Lawrence,0,0
2427,Movie 2427,1994,Horror,29.78,190.42,90,7.5,77.0,62.3,Ridley Scott,Emma Stone,3,1
2428,Movie 2428,1983,Action,19.22,24.62,138,7.8,,30.5,Denis Villeneuve,Chris Evans,3,1
2429,Movie 2429,2008,Sci-Fi,41.52,181.01,95,7.0,82.0,182.4,Greta Gerwig,Ryan Gosling,1,1
2430,Movie 2430,2023,Romance,59.84,150.09,101,4.2,43.0,46.0,James Cameron,Tom Cruise,0,0
2431,Movie 2431,1984,Romance,59.19,924.09,136,7.3,95.0,21.5,Quentin Tarantino,Jennifer Lawrence,4,0
2432,Movie 2432,1997,Action,37.1,409.62,60,6.0,72.0,29.2,Martin Scorsese,Emma Stone,1,0
2433,Movie 2433,2012,Sci-Fi,32.93,46.11,146,6.6,56.0,36.2,Greta Gerwig,Chris Evans,2,1
2434,Movie 2434,1983,Horror,14.17,51.02,111,7.2,84.0,291.3,Alfonso Cuarón,Emma Stone,1,1
2435,Movie 2435,1986,Animation,158.21,1112.79,125,7.5,75.0,26.4,Steven Spielberg,Jennifer Lawrence,4,2
2436,Movie 2436,2001,Action,28.1,57.25,140,6.7,63.0,84.8,Martin Scorsese,Margot Robbie,1,0
2437,Movie 2437,2021,Comedy,38.03,134.7,145,7.7,64.0,49.5,Steven Spielberg,Leonardo DiCaprio,2,2
2438,Movie 2438,1985,Animation,48.62,41.39,139,7.3,84.0,73.0,Greta Gerwig,Jennifer Lawrence,4,0
2439,Movie 2439,1983,Sci-Fi,8.86,17.0,142,7.4,63.0,191.8,Patty Jenkins,Leonardo DiCaprio,3,1
2440,Movie 2440,1987,Romance,82.14,308.89,104,4.3,54.0,6.1,Christopher Nolan,Leonardo DiCaprio,0,0
2441,Movie 2441,2013,Drama,23.15,51.55,104,7.2,63.0,389.9,Steven Spielberg,Jennifer Lawrence,2,0
2442,Movie 2442,1991,Comedy,15.1,71.46,108,6.6,49.0,66.3,Ridley Scott,Chris Evans,2,0
2443,Movie 2443,1995,Romance,17.33,29.66,150,7.4,69.0,219.7,Ridley Scott,Chris Evans,2,1
2444,Movie 2444,2011,Thriller,11.5,30.59,161,6.1,50.0,57.3,Alfonso Cuarón,Ryan Gosling,2,1
2445,Movie 2445,1984,Action,22.21,108.78,123,6.7,62.0,161.0,Steven Spielberg,Scarlett Johansson,1,0
2446,Movie 2446,1985,Comedy,7.2,24.61,157,6.4,58.0,474.9,Steven Spielberg,Tom Cruise,4,2
2447,Movie 2447,1990,Action,39.45,65.95,147,6.0,72.0,44.2,Alfonso Cuarón,Ryan Gosling,1,0
2448,Movie 2448,1999,Horror,21.54,105.9,117,6.7,72.0,252.9,Ridley Scott,Chris Evans,1,0
2449,Movie 2449,2017,Drama,51.58,105.94,113,7.6,59.0,36.8,Martin Scorsese,Jennifer Lawrence,5,1
2450,Movie 2450,1999,Thriller,5.86,5.64,110,6.5,63.0,34.8,Ridley Scott,Ryan Gosling,1,1
2451,Movie 2451,2006,Sci-Fi,22.57,33.17,143,4.5,25.0,44.0,Martin Scorsese,Natalie Portman,1,1
2452,Movie 2452,1986,Horror,211.17,236.72,105,7.1,56.0,142.0,James Cameron,Leonardo DiCaprio,1,0
2453,Movie 2453,2023,Thriller,20.1,75.7,93,6.4,71.0,285.5,Alfonso Cuarón,Brad Pitt,1,0
2454,Movie 2454,2012,Horror,8.14,90.09,155,6.3,54.0,31.5,Martin Scorsese,Leonardo DiCaprio,1,1
2455,Movie 2455,1990,Drama,33.88,26.77,141,6.7,,70.5,Christopher Nolan,Emma Stone,2,0
2456,Movie 2456,1995,Thriller,16.22,153.72,106,5.4,37.0,7.5,Denis Villeneuve,Chris Evans,1,0
2457,Movie 2457,2023,Sci-Fi,23.69,48.71,75,5.4,56.0,66.0,Quentin Tarantino,Emma Stone,0,0
2458,Movie 2458,2022,Comedy,162.17,206.99,122,7.0,53.0,81.0,Patty Jenkins,Tom Cruise,1,0
2459,Movie 2459,2020,Horror,11.06,70.65,153,5.4,,33.5,Ridley Scott,Tom Cruise,0,0
2460,Movie 2460,2021,Horror,23.15,132.2,119,6.0,58.0,113.4,Steven Spielberg,Brad Pitt,4,1
2461,Movie 2461,2000,Action,13.88,89.19,157,6.5,52.0,110.4,Quentin Tarantino,Chris Evans,1,0
2462,Movie 2462,2004,Animation,144.27,576.92,132,6.7,65.0,35.5,Ridley Scott,Brad Pitt,0,0
2463,Movie 2463,2001,Action,15.75,113.12,138,8.5,,87.7,Greta Gerwig,Emma Stone,4,2
2464,Movie 2464,1992,Horror,3.97,16.66,129,4.7,50.0,68.5,Patty Jenkins,Natalie Portman,0,0
2465,Movie 2465,2000,Horror,25.52,28.82,141,8.4,79.0,92.7,Patty Jenkins,Leonardo DiCaprio,2,0
2466,Movie 2466,1986,Thriller,5.5,22.37,138,5.1,,14.1,Steven Spielberg,Leonardo DiCaprio,1,1
2467,Movie 2467,1997,Action,1.78,7.55,101,4.5,41.0,311.1,Quentin Tarantino,Emma Stone,0,0
2468,Movie 2468,1984,Action,30.85,64.97,161,7.6,78.0,52.4,Christopher Nolan,Leonardo DiCaprio,3,1
2469,Movie 2469,1986,Horror,23.8,127.7,79,4.4,39.0,299.3,Patty Jenkins,Emma Stone,0,0
2470,Movie 2470,2016,Action,30.79,76.42,113,7.0,58.0,39.5,Ridley Scott,Ryan Gosling,1,0
2471,Movie 2471,2020,Sci-Fi,33.11,348.24,93,9.0,91.0,401.0,Alfonso Cuarón,Margot Robbie,7,3
2472,Movie 2472,1997,Drama,7.5,23.04,138,6.8,93.0,499.9,Denis Villeneuve,Scarlett Johansson,2,0
2473,Movie 2473,1984,Romance,27.25,78.37,169,8.2,,120.5,Alfonso Cuarón,Scarlett Johansson,2,0
2474,Movie 2474,1991,Sci-Fi,42.17,497.08,131,5.7,70.0,26.4,Steven Spielberg,Natalie Portman,0,0
2475,Movie 2475,2019,Drama,35.77,86.95,120,6.9,,82.4,Quentin Tarantino,Chris Evans,2,0
2476,Movie 2476,1994,Sci-Fi,126.43,230.22,101,7.6,,16.7,Denis Villeneuve,Scarlett Johansson,2,0
2477,Movie 2477,1980,Animation,16.97,16.56,94,7.7,65.0,324.1,Christopher Nolan,Jennifer Lawrence,3,1
2478,Movie 2478,2007,Sci-Fi,15.25,82.89,168,6.6,80.0,130.6,Ridley Scott,Scarlett Johansson,2,1
2479,Movie 2479,1987,Sci-Fi,23.9,41.91,120,4.9,46.0,13.4,Martin Scorsese,Ryan Gosling,0,0
2480,Movie 2480,2018,Comedy,12.84,34.33,149,6.4,49.0,79.2,Ridley Scott,Emma Stone,2,1
2481,Movie 2481,2007,Comedy,10.44,14.76,128,8.4,45.0,34.3,Alfonso Cuarón,Ryan Gosling,4,2
2482,Movie 2482,2008,Horror,66.06,94.43,146,6.5,50.0,82.5,Greta Gerwig,Jennifer Lawrence,0,0
2483,Movie 2483,2003,Thriller,60.63,77.06,154,6.2,37.0,84.0,Patty Jenkins,Ryan Gosling,1,1
2484,Movie 2484,1994,Horror,7.15,12.6,90,5.9,64.0,19.6,Patty Jenkins,Jennifer Lawrence,1,1
2485,Movie 2485,2006,Romance,29.8,16.22,98,5.0,40.0,28.9,Denis Villeneuve,Chris Evans,0,0
2486,Movie 2486,2018,Animation,52.76,107.54,112,6.0,57.0,36.8,Christopher Nolan,Natalie Portman,0,0
2487,Movie 2487,2013,Sci-Fi,32.13,107.65,136,6.5,66.0,86.6,Christopher Nolan,Natalie Portman,3,1
2488,Movie 2488,2006,Romance,17.42,95.33,97,5.0,61.0,56.4,Patty Jenkins,Tom Cruise,1,1
2489,Movie 2489,1991,Action,4.93,27.44,95,9.5,100.0,71.2,Ridley Scott,Natalie Portman,6,3
2490,Movie 2490,1997,Sci-Fi,149.57,666.17,151,5.6,43.0,477.7,Denis Villeneuve,Natalie Portman,0,0
2491,Movie 2491,1987,Animation,69.2,183.43,123,6.2,,236.8,James Cameron,Tom Cruise,1,0
2492,Movie 2492,1990,Romance,31.81,179.65,133,7.8,63.0,144.9,Quentin Tarantino,Tom Cruise,3,1
2493,Movie 2493,2009,Romance,96.5,214.06,184,5.5,52.0,71.2,Quentin Tarantino,Leonardo DiCaprio,0,0
2494,Movie 2494,2008,Sci-Fi,33.25,70.18,130,6.9,,45.8,Patty Jenkins,Jennifer Lawrence,1,0
2495,Movie 2495,2020,Horror,21.58,45.57,91,8.1,91.0,20.4,Steven Spielberg,Leonardo DiCaprio,4,2
2496,Movie 2496,2009,Drama,63.85,82.25,142,6.0,48.0,51.7,Ridley Scott,Leonardo DiCaprio,1,1
2497,Movie 2497,2017,Drama,15.81,93.16,126,7.9,100.0,103.9,Quentin Tarantino,Jennifer Lawrence,4,3
2498,Movie 2498,1988,Comedy,36.74,76.36,123,6.4,69.0,1370.0,Martin Scorsese,Scarlett Johansson,3,0
2499,Movie 2499,1984,Thriller,37.14,209.08,111,6.5,55.0,171.6,Quentin Tarantino,Natalie Portman,1,0
2500,Movie 2500,2003,Animation,82.38,441.78,170,6.0,66.0,786.2,Denis Villeneuve,Ryan Gosling,2,0
2501,Movie 2501,1985,Action,40.75,264.88,145,6.8,84.0,148.9,Ridley Scott,Ryan Gosling,2,1
2502,Movie 2502,2023,Thriller,31.28,453.72,150,6.9,,329.6,Greta Gerwig,Chris Evans,1,0
2503,Movie 2503,2010,Action,7.9,21.76,60,5.4,41.0,160.7,James Cameron,Tom Cruise,0,0
2504,Movie 2504,1981,Sci-Fi,37.18,133.95,148,5.7,,91.1,James Cameron,Scarlett Johansson,1,0
2505,Movie 2505,1988,Sci-Fi,64.42,278.93,113,8.2,,234.6,Quentin Tarantino,Leonardo DiCaprio,7,3
2506,Movie 2506,1990,Romance,53.82,131.49,85,6.1,55.0,24.6,Christopher Nolan,Jennifer Lawrence,2,1
2507,Movie 2507,2023,Sci-Fi,50.91,246.53,91,5.5,58.0,45.3,Denis Villeneuve,Chris Evans,0,0
2508,Movie 2508,2015,Action,58.18,91.72,77,5.7,40.0,45.4,Denis Villeneuve,Scarlett Johansson,1,0
2509,Movie 2509,2000,Action,48.7,121.06,138,7.6,75.0,9.1,Steven Spielberg,Ryan Gosling,2,0
2510,Movie 2510,1996,Romance,18.38,103.9,132,5.8,67.0,75.5,Martin Scorsese,Brad Pitt,2,1
2511,Movie 2511,2004,Thriller,11.38,109.79,100,6.1,61.0,80.4,Ridley Scott,Natalie Portman,0,0
2512,Movie 2512,2012,Romance,10.22,59.67,104,6.1,57.0,264.4,James Cameron,Brad Pitt,1,0
2513,Movie 2513,1980,Romance,11.31,25.87,155,6.4,61.0,106.9,Alfonso Cuarón,Margot Robbie,2,1
2514,Movie 2514,2009,Sci-Fi,20.61,240.26,119,5.7,52.0,24.0,Patty Jenkins,Chris Evans,0,0
2515,Movie 2515,1982,Animation,29.28,55.93,91,9.0,83.0,72.8,Steven Spielberg,Brad Pitt,9,2
2516,Movie 2516,2002,Comedy,12.66,61.76,129,6.3,65.0,169.4,Ridley Scott,Brad Pitt,2,2
2517,Movie 2517,2001,Romance,10.8,7.62,136,7.6,92.0,35.5,Steven Spielberg,Jennifer Lawrence,2,0
2518,Movie 2518,1986,Animation,12.64,40.76,91,5.6,55.0,94.9,Greta Gerwig,Natalie Portman,2,0
2519,Movie 2519,2008,Romance,25.62,1340.07,88,7.6,67.0,75.8,Quentin Tarantino,Brad Pitt,4,2
2520,Movie 2520,1997,Animation,8.08,8.91,129,6.1,,20.8,Alfonso Cuarón,Emma Stone,0,0
2521,Movie 2521,2022,Horror,37.74,265.92,124,4.3,40.0,358.2,Quentin Tarantino,Chris Evans,1,0
2522,Movie 2522,1998,Comedy,6.43,13.95,104,8.6,97.0,76.2,Patty Jenkins,Natalie Portman,6,1
2523,Movie 2523,2020,Comedy,14.33,17.05,124,6.9,86.0,290.2,Ridley Scott,Margot Robbie,1,1
2524,Movie 2524,1995,Animation,3.26,13.11,137,5.4,,231.7,Denis Villeneuve,Natalie Portman,0,0
2525,Movie 2525,1985,Drama,23.7,55.06,120,6.2,67.0,46.0,Greta Gerwig,Ryan Gosling,1,0
2526,Movie 2526,2016,Drama,8.63,67.14,123,9.4,,130.7,Patty Jenkins,Scarlett Johansson,3,1
2527,Movie 2527,1985,Sci-Fi,13.0,46.26,110,6.7,76.0,19.6,Alfonso Cuarón,Chris Evans,1,0
2528,Movie 2528,1995,Sci-Fi,27.65,57.06,125,5.5,39.0,299.6,Patty Jenkins,Tom Cruise,2,0
2529,Movie 2529,2004,Drama,17.71,173.24,93,7.1,57.0,239.7,Alfonso Cuarón,Natalie Portman,3,2
2530,Movie 2530,2006,Action,70.29,281.65,122,7.2,46.0,5.4,Steven Spielberg,Chris Evans,1,0
2531,Movie 2531,1981,Animation,16.84,9.92,134,5.9,54.0,58.0,Martin Scorsese,Chris Evans,0,0
2532,Movie 2532,1994,Comedy,56.2,32.74,146,6.9,100.0,20.9,Martin Scorsese,Tom Cruise,2,1
2533,Movie 2533,2012,Comedy,20.51,60.56,133,6.3,62.0,220.4,Greta Gerwig,Natalie Portman,1,1
2534,Movie 2534,2011,Thriller,21.78,91.72,160,5.9,59.0,37.6,Quentin Tarantino,Chris Evans,0,0
2535,Movie 2535,1991,Sci-Fi,9.77,17.57,109,6.9,66.0,88.3,Alfonso Cuarón,Ryan Gosling,3,0
2536,Movie 2536,1997,Sci-Fi,30.59,45.27,127,6.8,46.0,33.0,Ridley Scott,Natalie Portman,3,1
2537,Movie 2537,1998,Horror,45.02,556.66,109,7.1,58.0,51.3,Greta Gerwig,Tom Cruise,0,0
2538,Movie 2538,2018,Drama,14.03,42.13,150,6.4,74.0,123.6,James Cameron,Margot Robbie,1,0
2539,Movie 2539,2017,Action,21.93,149.02,161,7.1,61.0,921.6,Quentin Tarantino,Margot Robbie,2,1
2540,Movie 2540,2009,Comedy,18.75,77.83,145,7.0,,92.4,James Cameron,Tom Cruise,1,0
2541,Movie 2541,2004,Animation,111.73,140.24,173,7.7,,86.5,Denis Villeneuve,Emma Stone,4,0
2542,Movie 2542,2018,Sci-Fi,27.98,70.76,141,6.1,58.0,1069.3,Christopher Nolan,Jennifer Lawrence,4,0
2543,Movie 2543,1988,Action,101.43,144.31,166,5.7,,34.0,James Cameron,Tom Cruise,0,0
2544,Movie 2544,2011,Action,31.9,101.86,145,6.0,,58.5,Steven Spielberg,Natalie Portman,0,0
2545,Movie 2545,2001,Horror,68.66,101.0,125,5.3,43.0,235.7,Alfonso Cuarón,Tom Cruise,0,0
2546,Movie 2546,2017,Sci-Fi,8.7,22.59,118,6.7,60.0,46.5,Patty Jenkins,Chris Evans,2,1
2547,Movie 2547,2000,Drama,28.67,41.09,60,8.2,,46.4,Patty Jenkins,Jennifer Lawrence,3,1
2548,Movie 2548,1985,Comedy,49.68,158.13,127,6.7,70.0,201.0,Ridley Scott,Tom Cruise,1,0
2549,Movie 2549,2013,Animation,13.49,90.82,164,5.9,60.0,434.5,Quentin Tarantino,Chris Evans,2,1
2550,Movie 2550,2000,Animation,49.73,178.18,73,7.0,78.0,25.0,Patty Jenkins,Scarlett Johansson,2,1
2551,Movie 2551,2009,Animation,9.8,31.51,112,4.8,,42.9,Alfonso Cuarón,Chris Evans,0,0
2552,Movie 2552,2001,Thriller,22.27,67.06,138,7.2,,44.6,Quentin Tarantino,Chris Evans,5,2
2553,Movie 2553,2012,Drama,5.43,17.63,119,7.7,70.0,67.2,Greta Gerwig,Scarlett Johansson,0,0
2554,Movie 2554,1996,Comedy,15.67,76.71,125,7.1,77.0,19.4,Martin Scorsese,Tom Cruise,6,2
2555,Movie 2555,1992,Thriller,23.45,59.64,111,7.6,,145.3,Christopher Nolan,Natalie Portman,1,1
2556,Movie 2556,1994,Action,18.83,53.9,148,6.9,61.0,172.8,Christopher Nolan,Brad Pitt,4,0
2557,Movie 2557,2010,Sci-Fi,45.11,93.05,153,7.1,59.0,582.8,Quentin Tarantino,Jennifer Lawrence,0,0
2558,Movie 2558,2006,Horror,71.97,155.85,165,6.4,71.0,73.4,Greta Gerwig,Jennifer Lawrence,1,0
2559,Movie 2559,1987,Thriller,26.48,98.21,90,6.8,79.0,226.2,James Cameron,Jennifer Lawrence,0,0
2560,Movie 2560,2018,Animation,22.87,29.1,141,8.7,76.0,1242.3,Greta Gerwig,Scarlett Johansson,3,2
2561,Movie 2561,1995,Comedy,22.28,181.55,163,7.0,75.0,44.0,Steven Spielberg,Jennifer Lawrence,1,0
2562,Movie 2562,2014,Action,13.26,100.01,110,8.1,,142.5,Christopher Nolan,Natalie Portman,4,3
2563,Movie 2563,2016,Thriller,21.67,59.07,129,5.1,50.0,7.7,Martin Scorsese,Chris Evans,0,0
2564,Movie 2564,2021,Horror,23.02,43.51,136,8.2,,46.2,Ridley Scott,Margot Robbie,3,1
2565,Movie 2565,1998,Thriller,23.58,145.72,192,5.6,,181.6,Denis Villeneuve,Margot Robbie,0,0
2566,Movie 2566,2018,Thriller,17.78,102.68,109,7.6,78.0,88.3,Denis Villeneuve,Brad Pitt,2,2
2567,Movie 2567,2008,Drama,2.78,3.24,104,7.5,,329.9,Quentin Tarantino,Ryan Gosling,1,1
2568,Movie 2568,2005,Thriller,14.37,13.91,157,7.1,68.0,102.3,Martin Scorsese,Ryan Gosling,3,1
2569,Movie 2569,1982,Animation,41.63,254.21,136,6.8,62.0,47.5,Greta Gerwig,Emma Stone,6,3
2570,Movie 2570,1988,Horror,30.98,104.64,148,6.5,62.0,284.8,Patty Jenkins,Brad Pitt,0,0
2571,Movie 2571,1983,Romance,14.48,42.4,146,6.9,,40.0,Steven Spielberg,Ryan Gosling,2,2
2572,Movie 2572,1997,Horror,30.86,85.84,131,6.5,39.0,935.9,Ridley Scott,Scarlett Johansson,2,2
2573,Movie 2573,1996,Comedy,5.64,37.29,116,7.5,86.0,102.5,Steven Spielberg,Leonardo DiCaprio,2,1
2574,Movie 2574,1996,Animation,35.98,297.21,87,8.2,97.0,131.2,Patty Jenkins,Margot Robbie,0,0
2575,Movie 2575,1985,Action,13.24,26.81,98,6.3,,404.2,Patty Jenkins,Natalie Portman,0,0
2576,Movie 2576,2021,Action,9.73,20.54,86,6.1,67.0,249.0,James Cameron,Scarlett Johansson,1,1
2577,Movie 2577,2022,Animation,19.85,54.84,99,6.1,,63.1,Steven Spielberg,Leonardo DiCaprio,0,0
2578,Movie 2578,2011,Animation,35.37,103.67,121,6.9,,36.4,Quentin Tarantino,Emma Stone,1,1
2579,Movie 2579,1981,Action,28.91,142.11,93,4.9,38.0,251.0,Steven Spielberg,Jennifer Lawrence,0,0
2580,Movie 2580,2009,Romance,18.83,33.99,148,6.6,60.0,131.3,Christopher Nolan,Scarlett Johansson,0,0
2581,Movie 2581,2003,Action,32.54,105.24,124,5.9,50.0,213.8,Christopher Nolan,Leonardo DiCaprio,0,0
2582,Movie 2582,2011,Comedy,78.4,376.2,179,7.3,94.0,218.8,Patty Jenkins,Chris Evans,0,0
2583,Movie 2583,1981,Comedy,13.23,53.24,121,6.1,60.0,626.1,Christopher Nolan,Natalie Portman,0,0
2584,Movie 2584,2018,Sci-Fi,74.29,456.08,92,5.6,37.0,103.8,Martin Scorsese,Ryan Gosling,1,1
2585,Movie 2585,2015,Horror,12.14,70.09,91,7.5,75.0,33.9,James Cameron,Natalie Portman,1,0
2586,Movie 2586,2019,Thriller,53.82,180.63,98,6.5,,177.6,James Cameron,Leonardo DiCaprio,1,1
